student_id,age,engagement_level,task_type,task_difficulty,time_spent_on_task,accuracy_of_responses,emotion_score,frustration_level,skill_gap,personalized_feedback,optimized_learning_path,learning_progress,progress_category
61,14,0.93,Reading,Easy,262,66,-0.47,6,None,Practice grammar rules.,Listening → Speaking → Writing,30.64,Low
61,17,7.48,Writing,Medium,313,74,-0.81,3,Vocabulary,Focus on synonyms.,Writing → Reading → Listening,34.96,Low
61,13,9.15,Grammar,Hard,509,58,0.07,7,Grammar,Practice grammar rules.,Reading → Grammar → Speaking,25.21,Low
61,15,4.34,Grammar,Easy,38,71,-0.0,0,Grammar,Improve pronunciation.,Writing → Reading → Listening,25.65,Low
61,16,2.59,Grammar,Medium,408,94,-0.31,7,Pronunciation,Good progress.,Listening → Speaking → Writing,40.3,Medium
61,12,4.34,Listening,Medium,410,97,-0.66,4,Grammar,Improve pronunciation.,Reading → Grammar → Speaking,38.03,Low
61,16,7.23,Listening,Easy,389,84,0.68,1,Vocabulary,Focus on synonyms.,Listening → Speaking → Writing,35.97,Low
61,17,0.09,Listening,Hard,205,86,0.75,0,None,Focus on synonyms.,Listening → Speaking → Writing,31.85,Low
61,13,5.89,Speaking,Medium,514,66,0.08,5,None,Focus on synonyms.,Listening → Speaking → Writing,33.19,Low
61,17,6.13,Writing,Medium,434,77,-0.51,8,Vocabulary,Practice grammar rules.,Writing → Reading → Listening,21.63,Low
62,14,6.38,Grammar,Medium,62,50,-0.81,8,Grammar,Focus on synonyms.,Writing → Reading → Listening,24.69,Low
62,11,2.42,Grammar,Medium,494,58,0.74,8,Pronunciation,Good progress.,Listening → Speaking → Writing,24.87,Low
62,13,7.14,Listening,Hard,186,98,-0.81,10,None,Good progress.,Listening → Speaking → Writing,45.78,Medium
62,11,0.91,Grammar,Easy,594,62,-0.97,3,Vocabulary,Improve pronunciation.,Listening → Speaking → Writing,19.66,Low
62,15,1.99,Grammar,Easy,231,96,-0.06,5,Vocabulary,Practice grammar rules.,Listening → Speaking → Writing,39.27,Low
62,12,8.77,Reading,Easy,204,81,0.46,9,Grammar,Practice grammar rules.,Writing → Reading → Listening,32.99,Low
62,10,7.39,Grammar,Medium,273,77,-0.08,5,Pronunciation,Improve pronunciation.,Writing → Reading → Listening,32.73,Low
62,17,0.14,Speaking,Hard,298,80,-0.9,4,Pronunciation,Focus on synonyms.,Listening → Speaking → Writing,32.73,Low
62,16,2.48,Listening,Easy,475,57,0.38,1,Grammar,Focus on synonyms.,Writing → Reading → Listening,22.05,Low
62,12,2.14,Writing,Hard,103,57,0.28,6,Vocabulary,Improve pronunciation.,Reading → Grammar → Speaking,23.3,Low
63,13,2.71,Writing,Easy,125,83,0.36,0,Grammar,Improve pronunciation.,Writing → Reading → Listening,41.21,Medium
63,11,2.48,Reading,Medium,202,72,-0.58,5,Grammar,Improve pronunciation.,Listening → Speaking → Writing,37.28,Low
63,16,0.63,Writing,Easy,435,59,0.59,4,Grammar,Improve pronunciation.,Writing → Reading → Listening,25.58,Low
63,11,4.59,Writing,Medium,184,86,-0.04,4,Vocabulary,Practice grammar rules.,Reading → Grammar → Speaking,43.71,Medium
63,14,7.33,Listening,Medium,212,97,0.07,7,None,Practice grammar rules.,Reading → Grammar → Speaking,34.08,Low
63,11,6.07,Listening,Easy,352,74,0.09,8,Vocabulary,Focus on synonyms.,Writing → Reading → Listening,35.64,Low
63,14,6.73,Speaking,Hard,318,100,-0.43,6,None,Practice grammar rules.,Reading → Grammar → Speaking,43.48,Medium
63,15,0.81,Reading,Medium,287,82,-0.5,9,None,Practice grammar rules.,Reading → Grammar → Speaking,31.29,Low
63,16,9.51,Writing,Hard,203,94,-0.99,7,Grammar,Practice grammar rules.,Writing → Reading → Listening,43.82,Medium
63,16,8.38,Speaking,Easy,359,53,-0.21,1,Pronunciation,Improve pronunciation.,Writing → Reading → Listening,25.4,Low
64,10,8.05,Reading,Medium,260,56,-0.03,1,Grammar,Practice grammar rules.,Writing → Reading → Listening,22.72,Low
64,13,8.23,Writing,Hard,190,82,0.49,7,Vocabulary,Focus on synonyms.,Listening → Speaking → Writing,39.07,Low
64,14,9.33,Writing,Medium,215,51,-0.87,5,Pronunciation,Practice grammar rules.,Listening → Speaking → Writing,23.47,Low
64,10,5.44,Listening,Easy,172,97,0.85,7,Pronunciation,Improve pronunciation.,Reading → Grammar → Speaking,37.16,Low
64,11,2.0,Grammar,Medium,311,95,-0.47,8,Vocabulary,Practice grammar rules.,Reading → Grammar → Speaking,42.85,Medium
64,11,6.17,Reading,Easy,56,81,-0.27,8,Vocabulary,Good progress.,Writing → Reading → Listening,25.93,Low
64,10,7.43,Writing,Hard,275,54,-0.9,10,Grammar,Focus on synonyms.,Reading → Grammar → Speaking,32.04,Low
64,16,7.38,Reading,Medium,516,95,0.31,5,Vocabulary,Practice grammar rules.,Writing → Reading → Listening,45.25,Medium
64,11,5.21,Speaking,Hard,231,66,0.42,7,None,Focus on synonyms.,Listening → Speaking → Writing,18.81,Low
64,17,0.68,Speaking,Easy,50,61,0.86,1,None,Improve pronunciation.,Writing → Reading → Listening,31.57,Low
65,15,3.71,Grammar,Easy,123,61,-0.33,7,Pronunciation,Focus on synonyms.,Reading → Grammar → Speaking,26.24,Low
65,15,9.21,Writing,Hard,37,84,-0.49,2,Grammar,Good progress.,Writing → Reading → Listening,26.88,Low
65,17,5.84,Listening,Hard,501,70,0.45,0,Grammar,Good progress.,Writing → Reading → Listening,21.44,Low
65,10,5.38,Writing,Easy,368,70,0.41,6,Pronunciation,Focus on synonyms.,Writing → Reading → Listening,32.88,Low
65,17,2.69,Reading,Hard,288,51,0.87,0,Vocabulary,Improve pronunciation.,Reading → Grammar → Speaking,16.74,Low
65,14,3.68,Speaking,Easy,84,70,-0.59,10,Grammar,Focus on synonyms.,Writing → Reading → Listening,24.73,Low
65,14,8.95,Reading,Hard,577,64,0.41,0,Pronunciation,Practice grammar rules.,Writing → Reading → Listening,29.81,Low
65,10,6.66,Grammar,Easy,35,60,-0.87,0,Pronunciation,Practice grammar rules.,Reading → Grammar → Speaking,29.53,Low
65,17,7.87,Speaking,Easy,406,59,-0.04,3,None,Focus on synonyms.,Listening → Speaking → Writing,27.72,Low
65,14,4.54,Listening,Medium,583,67,-0.76,3,Pronunciation,Practice grammar rules.,Listening → Speaking → Writing,24.33,Low
66,16,6.3,Speaking,Easy,79,72,0.31,9,Vocabulary,Practice grammar rules.,Reading → Grammar → Speaking,27.04,Low
66,17,2.48,Writing,Easy,141,80,0.2,10,Vocabulary,Improve pronunciation.,Listening → Speaking → Writing,27.44,Low
66,16,7.05,Writing,Medium,175,75,-0.9,5,Vocabulary,Focus on synonyms.,Writing → Reading → Listening,33.77,Low
66,14,4.28,Speaking,Medium,259,51,-0.36,9,Vocabulary,Practice grammar rules.,Reading → Grammar → Speaking,22.68,Low
66,15,4.43,Grammar,Hard,526,88,-0.21,2,Pronunciation,Focus on synonyms.,Writing → Reading → Listening,39.32,Low
66,14,6.49,Writing,Hard,335,56,-0.5,9,Grammar,Focus on synonyms.,Writing → Reading → Listening,25.37,Low
66,16,9.36,Writing,Easy,571,73,-0.92,5,Pronunciation,Practice grammar rules.,Reading → Grammar → Speaking,33.07,Low
66,12,0.64,Listening,Hard,490,88,-0.36,6,Grammar,Improve pronunciation.,Writing → Reading → Listening,40.26,Medium
66,13,8.25,Speaking,Hard,255,81,0.59,10,Grammar,Improve pronunciation.,Reading → Grammar → Speaking,35.36,Low
66,11,2.92,Writing,Easy,88,75,-0.28,0,Grammar,Good progress.,Writing → Reading → Listening,36.3,Low
67,17,4.44,Grammar,Medium,105,72,-0.35,5,None,Focus on synonyms.,Listening → Speaking → Writing,28.67,Low
67,12,0.22,Reading,Medium,457,63,0.88,9,Vocabulary,Good progress.,Writing → Reading → Listening,21.43,Low
67,14,3.01,Speaking,Easy,161,78,-0.92,0,None,Improve pronunciation.,Writing → Reading → Listening,39.11,Low
67,15,5.03,Listening,Easy,527,74,0.53,6,Pronunciation,Practice grammar rules.,Reading → Grammar → Speaking,29.16,Low
67,10,0.56,Writing,Easy,334,80,-0.03,9,None,Practice grammar rules.,Listening → Speaking → Writing,31.72,Low
67,14,4.91,Grammar,Easy,96,51,0.89,4,Grammar,Improve pronunciation.,Writing → Reading → Listening,18.34,Low
67,15,9.27,Speaking,Easy,259,51,-0.21,9,Pronunciation,Improve pronunciation.,Writing → Reading → Listening,33.22,Low
67,13,1.05,Grammar,Easy,362,72,0.42,3,Vocabulary,Focus on synonyms.,Listening → Speaking → Writing,22.16,Low
67,14,7.64,Grammar,Hard,306,96,-0.86,0,Grammar,Good progress.,Listening → Speaking → Writing,46.61,Medium
67,16,4.1,Listening,Hard,173,60,0.86,8,Vocabulary,Good progress.,Listening → Speaking → Writing,16.13,Low
68,10,6.55,Speaking,Hard,280,78,-0.31,6,None,Improve pronunciation.,Listening → Speaking → Writing,31.67,Low
68,15,2.6,Writing,Medium,109,91,0.05,1,Vocabulary,Focus on synonyms.,Listening → Speaking → Writing,41.78,Medium
68,15,1.59,Listening,Easy,86,84,-0.72,3,Pronunciation,Practice grammar rules.,Writing → Reading → Listening,43.17,Medium
68,15,1.6,Writing,Easy,395,98,0.89,3,Grammar,Improve pronunciation.,Listening → Speaking → Writing,39.19,Low
68,13,0.7,Reading,Hard,337,58,0.35,7,Vocabulary,Good progress.,Listening → Speaking → Writing,21.01,Low
68,14,1.86,Grammar,Medium,203,81,-0.89,1,None,Focus on synonyms.,Writing → Reading → Listening,34.88,Low
68,13,6.64,Reading,Hard,491,79,-0.69,10,Pronunciation,Focus on synonyms.,Reading → Grammar → Speaking,41.85,Medium
68,17,8.82,Grammar,Easy,522,64,-0.2,4,Grammar,Focus on synonyms.,Writing → Reading → Listening,29.69,Low
68,11,8.14,Listening,Easy,589,63,-0.57,9,None,Good progress.,Reading → Grammar → Speaking,30.3,Low
68,11,6.85,Writing,Hard,403,100,-0.39,7,Grammar,Focus on synonyms.,Listening → Speaking → Writing,39.16,Low
69,17,1.1,Writing,Hard,378,66,0.99,5,Vocabulary,Practice grammar rules.,Reading → Grammar → Speaking,31.78,Low
69,14,2.89,Listening,Easy,96,71,0.32,3,None,Good progress.,Writing → Reading → Listening,22.14,Low
69,16,3.1,Speaking,Hard,359,79,0.84,4,None,Improve pronunciation.,Reading → Grammar → Speaking,39.39,Low
69,13,2.5,Reading,Easy,223,66,-0.13,1,Vocabulary,Focus on synonyms.,Reading → Grammar → Speaking,34.69,Low
69,10,5.15,Reading,Hard,184,65,0.42,4,None,Good progress.,Reading → Grammar → Speaking,38.25,Low
69,15,5.36,Writing,Medium,189,57,-0.08,2,None,Improve pronunciation.,Listening → Speaking → Writing,31.84,Low
69,15,3.57,Writing,Easy,295,88,-0.34,2,None,Improve pronunciation.,Writing → Reading → Listening,34.37,Low
69,14,3.54,Writing,Medium,197,80,0.04,6,Vocabulary,Practice grammar rules.,Reading → Grammar → Speaking,40.79,Medium
69,16,8.29,Listening,Hard,174,61,-0.15,2,Vocabulary,Improve pronunciation.,Listening → Speaking → Writing,33.34,Low
69,11,7.89,Speaking,Medium,215,82,0.96,3,Grammar,Practice grammar rules.,Writing → Reading → Listening,32.24,Low
70,11,3.08,Reading,Hard,452,61,-0.01,6,Vocabulary,Good progress.,Writing → Reading → Listening,26.77,Low
70,15,9.14,Grammar,Medium,486,74,0.62,2,None,Practice grammar rules.,Writing → Reading → Listening,18.57,Low
70,14,9.53,Listening,Medium,374,87,0.33,9,Vocabulary,Good progress.,Writing → Reading → Listening,30.86,Low
70,13,3.27,Reading,Medium,583,97,-0.04,9,None,Good progress.,Listening → Speaking → Writing,43.99,Medium
70,11,3.54,Speaking,Easy,545,67,-0.05,1,None,Focus on synonyms.,Writing → Reading → Listening,36.94,Low
70,13,5.06,Listening,Medium,133,68,-0.32,9,None,Practice grammar rules.,Reading → Grammar → Speaking,32.94,Low
70,16,9.41,Reading,Hard,276,52,-0.79,6,Vocabulary,Good progress.,Writing → Reading → Listening,24.3,Low
70,11,8.76,Listening,Hard,52,84,0.52,4,None,Focus on synonyms.,Writing → Reading → Listening,31.66,Low
70,11,1.03,Reading,Easy,554,54,0.84,0,Grammar,Practice grammar rules.,Listening → Speaking → Writing,26.13,Low
70,12,3.93,Reading,Easy,173,84,-0.56,9,Pronunciation,Practice grammar rules.,Reading → Grammar → Speaking,25.3,Low
71,11,5.53,Speaking,Hard,222,100,0.85,7,Pronunciation,Improve pronunciation.,Reading → Grammar → Speaking,44.53,Medium
71,17,5.03,Grammar,Medium,494,76,-0.54,2,Grammar,Focus on synonyms.,Listening → Speaking → Writing,28.2,Low
71,10,1.94,Speaking,Hard,404,86,0.06,10,Pronunciation,Improve pronunciation.,Listening → Speaking → Writing,38.76,Low
71,17,8.59,Reading,Easy,295,95,-0.31,6,Grammar,Good progress.,Reading → Grammar → Speaking,45.0,Medium
71,14,6.77,Listening,Easy,407,70,-0.77,5,Vocabulary,Practice grammar rules.,Reading → Grammar → Speaking,27.7,Low
71,14,8.38,Speaking,Hard,579,65,-0.89,9,Pronunciation,Good progress.,Writing → Reading → Listening,33.28,Low
71,13,8.59,Grammar,Medium,585,77,-0.27,5,Grammar,Focus on synonyms.,Listening → Speaking → Writing,25.11,Low
71,17,7.48,Reading,Medium,103,74,-0.91,7,Grammar,Practice grammar rules.,Reading → Grammar → Speaking,31.43,Low
71,17,4.39,Speaking,Easy,467,82,-0.79,3,None,Good progress.,Reading → Grammar → Speaking,38.77,Low
71,17,6.11,Speaking,Hard,255,66,-0.72,3,Vocabulary,Practice grammar rules.,Listening → Speaking → Writing,32.04,Low
72,16,1.6,Speaking,Hard,337,92,-1.0,2,Grammar,Improve pronunciation.,Listening → Speaking → Writing,35.3,Low
72,11,6.74,Speaking,Easy,377,79,-0.69,0,Pronunciation,Focus on synonyms.,Reading → Grammar → Speaking,39.03,Low
72,10,1.79,Listening,Hard,505,90,0.15,9,None,Focus on synonyms.,Listening → Speaking → Writing,41.23,Medium
72,13,6.94,Grammar,Easy,344,53,0.64,2,None,Focus on synonyms.,Reading → Grammar → Speaking,18.22,Low
72,17,2.3,Grammar,Medium,554,51,-0.61,0,None,Practice grammar rules.,Reading → Grammar → Speaking,21.53,Low
72,17,1.18,Reading,Medium,454,58,-0.84,5,Vocabulary,Good progress.,Writing → Reading → Listening,25.03,Low
72,12,1.65,Writing,Hard,553,80,0.46,7,Grammar,Good progress.,Writing → Reading → Listening,33.7,Low
72,13,0.02,Listening,Medium,591,74,-0.98,2,Vocabulary,Focus on synonyms.,Listening → Speaking → Writing,34.46,Low
72,17,7.19,Reading,Medium,278,86,0.47,3,Grammar,Practice grammar rules.,Listening → Speaking → Writing,35.19,Low
72,13,7.32,Reading,Easy,598,85,-0.74,4,None,Practice grammar rules.,Reading → Grammar → Speaking,44.98,Medium
73,11,5.15,Speaking,Easy,211,54,-0.54,6,Pronunciation,Practice grammar rules.,Writing → Reading → Listening,21.58,Low
73,12,1.61,Writing,Hard,135,73,-0.76,10,Pronunciation,Good progress.,Listening → Speaking → Writing,24.01,Low
73,13,0.84,Writing,Easy,220,73,-0.51,5,Vocabulary,Focus on synonyms.,Reading → Grammar → Speaking,28.82,Low
73,10,0.19,Listening,Hard,166,78,0.6,1,None,Good progress.,Writing → Reading → Listening,33.43,Low
73,10,1.66,Writing,Hard,149,99,-0.73,6,Grammar,Improve pronunciation.,Reading → Grammar → Speaking,34.6,Low
73,14,8.91,Reading,Easy,101,94,0.99,7,Vocabulary,Practice grammar rules.,Writing → Reading → Listening,39.04,Low
73,12,2.42,Writing,Medium,160,80,-0.35,0,None,Improve pronunciation.,Reading → Grammar → Speaking,27.53,Low
73,12,3.54,Writing,Medium,486,86,0.84,5,Vocabulary,Focus on synonyms.,Writing → Reading → Listening,39.48,Low
73,14,1.05,Grammar,Medium,508,68,-0.62,10,Pronunciation,Focus on synonyms.,Reading → Grammar → Speaking,26.63,Low
73,13,2.22,Reading,Medium,81,72,-0.62,8,None,Good progress.,Reading → Grammar → Speaking,17.74,Low
74,12,5.19,Writing,Hard,148,84,0.13,6,Vocabulary,Focus on synonyms.,Listening → Speaking → Writing,40.75,Medium
74,10,6.08,Writing,Medium,293,99,-0.9,4,Grammar,Focus on synonyms.,Writing → Reading → Listening,36.17,Low
74,10,2.45,Speaking,Hard,268,55,0.6,9,Pronunciation,Good progress.,Writing → Reading → Listening,36.17,Low
74,17,0.58,Writing,Easy,380,55,-0.12,10,Grammar,Good progress.,Listening → Speaking → Writing,18.76,Low
74,11,3.91,Writing,Easy,284,86,0.4,9,Vocabulary,Good progress.,Listening → Speaking → Writing,32.78,Low
74,12,2.34,Grammar,Hard,338,79,-0.65,8,None,Good progress.,Reading → Grammar → Speaking,33.3,Low
74,13,2.2,Reading,Medium,524,50,0.28,1,Pronunciation,Focus on synonyms.,Writing → Reading → Listening,9.49,Low
74,14,9.6,Listening,Hard,86,57,0.19,6,Grammar,Improve pronunciation.,Reading → Grammar → Speaking,28.28,Low
74,14,6.16,Reading,Medium,432,77,0.51,8,Grammar,Good progress.,Reading → Grammar → Speaking,36.35,Low
74,13,5.57,Speaking,Medium,96,74,-0.41,1,None,Focus on synonyms.,Reading → Grammar → Speaking,36.7,Low
75,16,4.16,Reading,Hard,75,82,0.87,10,Vocabulary,Focus on synonyms.,Listening → Speaking → Writing,35.45,Low
75,15,4.29,Writing,Hard,398,87,0.92,9,Grammar,Focus on synonyms.,Writing → Reading → Listening,36.64,Low
75,11,5.41,Speaking,Medium,261,63,0.74,5,Vocabulary,Focus on synonyms.,Listening → Speaking → Writing,19.74,Low
75,14,6.96,Reading,Hard,431,60,0.14,8,Vocabulary,Focus on synonyms.,Listening → Speaking → Writing,28.75,Low
75,12,7.02,Speaking,Medium,590,51,-0.16,2,Vocabulary,Good progress.,Writing → Reading → Listening,23.1,Low
75,11,1.72,Listening,Hard,52,79,-0.88,7,None,Good progress.,Writing → Reading → Listening,30.28,Low
75,12,5.0,Reading,Easy,296,79,0.89,4,Vocabulary,Practice grammar rules.,Listening → Speaking → Writing,28.54,Low
75,16,4.12,Writing,Medium,147,53,0.9,6,Pronunciation,Practice grammar rules.,Listening → Speaking → Writing,25.24,Low
75,10,8.71,Speaking,Easy,84,62,-0.96,2,None,Good progress.,Listening → Speaking → Writing,26.6,Low
75,11,6.31,Grammar,Hard,182,56,-0.29,7,Grammar,Good progress.,Writing → Reading → Listening,15.18,Low
76,17,5.33,Speaking,Easy,268,87,0.76,1,None,Good progress.,Writing → Reading → Listening,36.18,Low
76,14,1.15,Grammar,Hard,294,52,-0.84,7,Grammar,Improve pronunciation.,Reading → Grammar → Speaking,17.59,Low
76,11,6.06,Writing,Medium,297,58,-0.61,1,Pronunciation,Good progress.,Writing → Reading → Listening,30.3,Low
76,11,1.17,Listening,Hard,142,63,0.96,6,Vocabulary,Focus on synonyms.,Listening → Speaking → Writing,25.12,Low
76,11,3.37,Grammar,Hard,195,60,0.69,1,Vocabulary,Improve pronunciation.,Writing → Reading → Listening,24.6,Low
76,15,1.43,Listening,Medium,37,86,0.82,6,Vocabulary,Improve pronunciation.,Writing → Reading → Listening,36.77,Low
76,11,6.92,Speaking,Hard,246,63,-0.72,0,Vocabulary,Focus on synonyms.,Writing → Reading → Listening,36.65,Low
76,12,2.06,Writing,Medium,460,68,-0.58,5,None,Focus on synonyms.,Listening → Speaking → Writing,30.35,Low
76,10,3.92,Grammar,Hard,321,57,0.21,9,Pronunciation,Practice grammar rules.,Reading → Grammar → Speaking,20.13,Low
76,16,8.96,Speaking,Medium,79,56,0.0,6,Grammar,Focus on synonyms.,Reading → Grammar → Speaking,17.7,Low
77,13,2.04,Reading,Easy,136,56,-0.4,3,None,Good progress.,Listening → Speaking → Writing,30.36,Low
77,11,5.08,Speaking,Hard,38,52,0.77,10,Vocabulary,Good progress.,Listening → Speaking → Writing,10.06,Low
77,14,4.19,Listening,Hard,485,52,0.8,10,Vocabulary,Practice grammar rules.,Reading → Grammar → Speaking,21.95,Low
77,11,0.18,Writing,Hard,352,67,-0.42,0,Vocabulary,Improve pronunciation.,Listening → Speaking → Writing,39.6,Low
77,14,7.93,Writing,Medium,338,94,-0.69,5,Grammar,Improve pronunciation.,Writing → Reading → Listening,31.59,Low
77,12,0.69,Speaking,Hard,174,82,-0.7,3,Grammar,Practice grammar rules.,Writing → Reading → Listening,28.12,Low
77,14,4.74,Reading,Medium,441,86,-0.03,2,None,Good progress.,Reading → Grammar → Speaking,37.62,Low
77,17,5.61,Listening,Hard,143,77,-0.73,3,Pronunciation,Practice grammar rules.,Writing → Reading → Listening,29.15,Low
77,13,6.28,Speaking,Easy,428,85,-0.05,5,Grammar,Good progress.,Reading → Grammar → Speaking,35.81,Low
77,10,6.89,Speaking,Hard,304,65,-0.08,4,None,Good progress.,Listening → Speaking → Writing,30.79,Low
78,14,2.53,Writing,Easy,153,64,0.77,1,Grammar,Focus on synonyms.,Reading → Grammar → Speaking,30.11,Low
78,14,0.1,Listening,Medium,115,78,-0.41,1,None,Practice grammar rules.,Reading → Grammar → Speaking,37.67,Low
78,10,7.23,Reading,Easy,76,67,0.12,2,Vocabulary,Practice grammar rules.,Writing → Reading → Listening,21.86,Low
78,13,5.36,Writing,Hard,230,98,0.49,10,Grammar,Good progress.,Reading → Grammar → Speaking,47.14,Medium
78,11,8.36,Speaking,Hard,305,95,0.19,5,Vocabulary,Good progress.,Reading → Grammar → Speaking,47.74,Medium
78,14,8.21,Writing,Medium,578,95,0.91,0,Pronunciation,Focus on synonyms.,Reading → Grammar → Speaking,45.69,Medium
78,10,8.43,Writing,Hard,159,68,0.2,10,Vocabulary,Good progress.,Listening → Speaking → Writing,24.07,Low
78,17,4.85,Grammar,Hard,477,78,0.8,6,Pronunciation,Good progress.,Writing → Reading → Listening,27.14,Low
78,17,3.34,Writing,Medium,418,55,-0.51,7,Grammar,Improve pronunciation.,Writing → Reading → Listening,24.79,Low
78,12,7.92,Writing,Medium,292,94,0.12,6,Pronunciation,Practice grammar rules.,Reading → Grammar → Speaking,43.6,Medium
79,10,4.51,Listening,Easy,307,99,0.09,10,Vocabulary,Focus on synonyms.,Reading → Grammar → Speaking,46.83,Medium
79,12,1.83,Writing,Medium,75,96,0.98,2,Grammar,Focus on synonyms.,Listening → Speaking → Writing,37.34,Low
79,17,8.55,Reading,Hard,197,76,-0.59,5,None,Good progress.,Writing → Reading → Listening,36.6,Low
79,13,8.83,Speaking,Medium,474,56,-0.72,3,Grammar,Practice grammar rules.,Writing → Reading → Listening,28.61,Low
79,11,4.66,Listening,Hard,75,76,0.22,4,None,Improve pronunciation.,Reading → Grammar → Speaking,29.13,Low
79,10,0.76,Writing,Easy,569,68,-0.55,2,Vocabulary,Focus on synonyms.,Listening → Speaking → Writing,26.02,Low
79,16,3.88,Reading,Medium,116,66,0.28,4,Grammar,Good progress.,Listening → Speaking → Writing,20.18,Low
79,17,8.04,Speaking,Hard,414,90,0.94,5,None,Practice grammar rules.,Reading → Grammar → Speaking,33.59,Low
79,17,9.02,Listening,Medium,294,60,0.89,7,Vocabulary,Improve pronunciation.,Reading → Grammar → Speaking,23.86,Low
79,16,2.03,Reading,Medium,51,54,-0.54,5,Pronunciation,Practice grammar rules.,Reading → Grammar → Speaking,25.32,Low
80,15,0.67,Writing,Medium,479,51,-0.66,8,None,Focus on synonyms.,Reading → Grammar → Speaking,32.11,Low
80,17,8.77,Grammar,Medium,261,96,0.12,9,Pronunciation,Good progress.,Reading → Grammar → Speaking,43.55,Medium
80,14,3.89,Grammar,Easy,215,61,0.17,9,Grammar,Good progress.,Listening → Speaking → Writing,19.44,Low
80,13,5.42,Listening,Hard,355,91,0.32,9,None,Focus on synonyms.,Listening → Speaking → Writing,35.74,Low
80,10,9.68,Reading,Medium,212,91,0.48,9,Vocabulary,Focus on synonyms.,Reading → Grammar → Speaking,44.66,Medium
80,16,0.67,Speaking,Hard,426,60,0.2,3,Vocabulary,Practice grammar rules.,Reading → Grammar → Speaking,20.89,Low
80,14,6.48,Reading,Easy,510,59,-0.78,1,Pronunciation,Focus on synonyms.,Writing → Reading → Listening,33.94,Low
80,16,0.74,Grammar,Hard,432,77,0.58,8,Vocabulary,Practice grammar rules.,Listening → Speaking → Writing,34.64,Low
80,10,3.75,Listening,Hard,492,56,-0.84,10,Grammar,Good progress.,Listening → Speaking → Writing,22.27,Low
80,12,8.04,Writing,Easy,446,63,-0.96,2,Grammar,Improve pronunciation.,Reading → Grammar → Speaking,18.85,Low
81,10,4.33,Reading,Medium,231,62,0.54,10,Pronunciation,Good progress.,Listening → Speaking → Writing,31.14,Low
81,15,9.97,Grammar,Hard,94,54,0.1,6,None,Good progress.,Listening → Speaking → Writing,28.21,Low
81,10,5.59,Speaking,Hard,584,100,0.4,3,Vocabulary,Improve pronunciation.,Listening → Speaking → Writing,44.74,Medium
81,10,3.21,Listening,Medium,46,91,-0.23,0,Grammar,Improve pronunciation.,Writing → Reading → Listening,51.74,Medium
81,15,2.2,Writing,Medium,212,57,-0.98,7,None,Improve pronunciation.,Listening → Speaking → Writing,19.08,Low
81,13,3.51,Reading,Hard,420,99,-0.34,3,Grammar,Good progress.,Reading → Grammar → Speaking,48.96,Medium
81,17,3.73,Speaking,Easy,73,50,0.22,10,Grammar,Focus on synonyms.,Listening → Speaking → Writing,20.19,Low
81,10,0.69,Writing,Medium,511,54,-0.55,5,None,Good progress.,Listening → Speaking → Writing,23.58,Low
81,15,3.7,Grammar,Medium,292,60,0.38,6,None,Focus on synonyms.,Writing → Reading → Listening,27.07,Low
81,14,4.64,Grammar,Easy,203,92,0.59,7,Vocabulary,Practice grammar rules.,Listening → Speaking → Writing,42.66,Medium
82,12,7.23,Speaking,Hard,470,97,-0.09,9,Pronunciation,Good progress.,Writing → Reading → Listening,37.5,Low
82,12,6.57,Grammar,Medium,595,59,0.75,1,Pronunciation,Improve pronunciation.,Writing → Reading → Listening,38.44,Low
82,10,7.09,Listening,Hard,249,64,0.71,8,Grammar,Good progress.,Writing → Reading → Listening,22.4,Low
82,13,0.08,Speaking,Hard,587,88,0.76,9,Pronunciation,Good progress.,Listening → Speaking → Writing,33.54,Low
82,13,2.18,Grammar,Hard,423,96,0.32,2,Grammar,Improve pronunciation.,Reading → Grammar → Speaking,49.07,Medium
82,14,6.62,Reading,Easy,224,78,-0.39,0,None,Practice grammar rules.,Reading → Grammar → Speaking,40.09,Medium
82,10,4.84,Grammar,Hard,438,74,-0.04,1,Grammar,Practice grammar rules.,Listening → Speaking → Writing,30.17,Low
82,12,0.05,Listening,Hard,500,97,0.42,7,Vocabulary,Practice grammar rules.,Writing → Reading → Listening,42.52,Medium
82,13,8.04,Writing,Medium,376,55,-0.58,9,Grammar,Practice grammar rules.,Reading → Grammar → Speaking,19.13,Low
82,10,7.73,Writing,Medium,491,60,0.48,5,Grammar,Good progress.,Listening → Speaking → Writing,22.77,Low
83,16,5.48,Grammar,Easy,90,66,0.1,10,Vocabulary,Good progress.,Reading → Grammar → Speaking,26.22,Low
83,13,0.66,Writing,Easy,195,64,-0.81,0,Vocabulary,Improve pronunciation.,Listening → Speaking → Writing,33.93,Low
83,15,7.67,Grammar,Medium,180,65,0.11,10,Pronunciation,Focus on synonyms.,Writing → Reading → Listening,17.77,Low
83,16,5.84,Listening,Medium,140,51,-0.87,8,None,Improve pronunciation.,Reading → Grammar → Speaking,26.75,Low
83,17,7.82,Writing,Easy,517,85,-0.97,6,None,Practice grammar rules.,Listening → Speaking → Writing,34.77,Low
83,13,7.52,Reading,Hard,578,68,0.78,9,Vocabulary,Focus on synonyms.,Listening → Speaking → Writing,32.66,Low
83,12,8.03,Grammar,Easy,32,87,-0.02,10,None,Improve pronunciation.,Reading → Grammar → Speaking,40.13,Medium
